loan_id,age,gender,annual_income,loan_amount,term_months,purpose,credit_score,employment_length,home_ownership,previous_defaults,dti,installment,default
5402,65,Female,51662.0,19800.0,36,debt_consolidation,659.0,5-10,RENT,0,8.5,550.0,0
5403,37,Female,74190.0,21649.0,24,debt_consolidation,755.0,10+,RENT,0,7.69,902.04,1
5404,60,Male,51105.0,14376.0,24,debt_consolidation,719.0,10+,OWN,1,14.17,599.0,0
5405,41,Male,60739.0,1000.0,36,debt_consolidation,760.0,10+,OWN,0,18.35,27.78,0
5406,22,Male,25412.0,13805.0,60,other,712.0,10+,RENT,0,26.66,230.08,0
5407,57,Male,43289.0,30535.0,60,car,689.0,1-3,MORTGAGE,0,28.56,508.92,0
5408,26,Male,123965.0,24147.0,24,debt_consolidation,768.0,<1,MORTGAGE,0,13.67,1006.12,0
5409,64,Female,55981.0,30708.0,60,small_business,576.0,1-3,MORTGAGE,0,15.32,511.8,0
5410,38,Female,70888.0,15498.0,36,home_improvement,776.0,5-10,MORTGAGE,0,23.5,430.5,0
5411,50,Male,35938.0,8773.0,36,debt_consolidation,717.0,10+,MORTGAGE,0,19.31,243.69,0
5412,42,Female,61552.0,20280.0,60,other,741.0,10+,OWN,0,10.63,338.0,0
5413,74,Male,51881.0,13271.0,24,debt_consolidation,639.0,10+,MORTGAGE,1,32.93,552.96,0
5414,53,Male,93009.0,9978.0,24,debt_consolidation,621.0,5-10,MORTGAGE,0,24.28,415.75,0
5415,50,Male,91584.0,1000.0,60,debt_consolidation,681.0,3-5,MORTGAGE,0,24.78,16.67,0
5416,37,Female,94753.0,18008.0,12,other,596.0,1-3,RENT,0,15.32,1500.67,0
5417,63,Male,62409.0,23433.0,60,other,647.0,3-5,RENT,0,31.57,390.55,1
5418,52,Male,121195.0,4517.0,36,other,651.0,3-5,RENT,0,19.47,125.47,0
5419,62,Male,84114.0,28403.0,24,other,645.0,1-3,RENT,0,11.38,1183.46,0
5420,71,Male,17114.0,17247.0,24,debt_consolidation,629.0,3-5,MORTGAGE,0,15.57,718.62,0
5421,34,Male,106274.0,15993.0,24,small_business,566.0,3-5,OTHER,0,17.57,666.38,0
5422,30,Female,59827.0,4025.0,60,car,714.0,5-10,RENT,0,27.17,67.08,0
5423,67,Female,94154.0,19748.0,12,other,693.0,10+,RENT,0,22.52,1645.67,0
5424,71,Female,28416.0,4626.0,36,small_business,597.0,3-5,MORTGAGE,1,20.9,128.5,0
5425,56,Male,57864.0,6406.0,12,education,705.0,10+,MORTGAGE,0,10.31,533.83,0
5426,54,Male,82499.0,1000.0,60,small_business,658.0,5-10,RENT,0,10.2,16.67,0
5427,29,Male,67319.0,39304.0,60,car,616.0,3-5,RENT,0,16.55,655.07,0
5428,62,Male,55518.0,14566.0,36,car,720.0,3-5,MORTGAGE,0,10.87,404.61,0
5429,48,Female,8000.0,9513.0,60,other,679.0,3-5,OWN,1,12.52,158.55,1
5430,31,Male,37805.0,14623.0,24,other,774.0,3-5,OWN,0,23.44,609.29,0
5431,34,Male,30684.0,10482.0,24,home_improvement,628.0,3-5,RENT,0,9.6,436.75,0
5432,59,Female,8000.0,13387.0,24,debt_consolidation,710.0,3-5,MORTGAGE,1,30.61,557.79,1
5433,67,Male,38717.0,18347.0,36,home_improvement,787.0,5-10,RENT,0,16.74,509.64,0
5434,74,Female,115761.0,11343.0,12,small_business,687.0,1-3,MORTGAGE,1,15.47,945.25,1
5435,39,Male,94729.0,16116.0,60,home_improvement,605.0,5-10,MORTGAGE,1,31.12,268.6,1
5436,74,Female,34945.0,35997.0,60,home_improvement,643.0,1-3,MORTGAGE,0,20.0,599.95,0
5437,35,Male,42350.0,1000.0,36,debt_consolidation,776.0,3-5,RENT,1,9.6,27.78,0
5438,48,Female,42412.0,4755.0,60,home_improvement,773.0,1-3,RENT,1,8.06,79.25,0
5439,44,Male,82682.0,19442.0,12,other,644.0,3-5,OWN,0,11.3,1620.17,0
5440,28,Female,72150.0,27316.0,24,debt_consolidation,626.0,3-5,OTHER,0,29.29,1138.17,0
5441,63,Male,38636.0,41930.0,36,other,733.0,5-10,MORTGAGE,0,7.42,1164.72,0
5442,29,Female,42101.0,18731.0,36,debt_consolidation,620.0,5-10,RENT,1,26.69,520.31,1
5443,67,Male,92439.0,4029.0,36,debt_consolidation,684.0,3-5,MORTGAGE,0,21.98,111.92,0
5444,53,Male,105732.0,28548.0,12,debt_consolidation,494.0,5-10,RENT,0,18.75,2379.0,1
5445,53,Female,33102.0,16121.0,36,small_business,787.0,1-3,MORTGAGE,1,27.16,447.81,1
5446,39,Female,56489.0,15774.0,60,debt_consolidation,695.0,10+,RENT,0,19.61,262.9,1
5447,23,Male,63852.0,1000.0,36,education,648.0,3-5,MORTGAGE,0,22.11,27.78,0
5448,30,Female,54330.0,25517.0,24,car,705.0,5-10,RENT,0,21.27,1063.21,0
5449,60,Male,93908.0,6709.0,24,small_business,725.0,3-5,OTHER,1,20.63,279.54,1
5450,67,Female,55431.0,20102.0,24,education,558.0,5-10,MORTGAGE,0,28.81,837.58,1
5451,62,Female,117244.0,15605.0,36,debt_consolidation,621.0,10+,OWN,0,0.0,433.47,0
5452,21,Male,96029.0,16796.0,24,debt_consolidation,653.0,1-3,MORTGAGE,0,26.9,699.83,1
5453,49,Female,39409.0,15467.0,60,debt_consolidation,584.0,5-10,MORTGAGE,0,20.52,257.78,1
5454,70,Female,62005.0,8213.0,12,debt_consolidation,649.0,3-5,MORTGAGE,0,10.71,684.42,0
5455,54,Male,30703.0,7431.0,36,debt_consolidation,649.0,3-5,MORTGAGE,0,9.93,206.42,0
5456,71,Female,48255.0,23530.0,36,home_improvement,624.0,1-3,OTHER,0,13.33,653.61,1
5457,33,Male,86121.0,14858.0,12,debt_consolidation,639.0,<1,MORTGAGE,0,12.52,1238.17,1
5458,74,Female,67372.0,9106.0,60,debt_consolidation,660.0,1-3,RENT,0,6.43,151.77,0
5459,21,Female,123376.0,10389.0,60,other,559.0,1-3,OTHER,0,8.61,173.15,0
5460,54,Male,23342.0,21192.0,24,small_business,735.0,10+,MORTGAGE,0,22.3,883.0,0
5461,49,Female,59011.0,8897.0,36,car,710.0,10+,MORTGAGE,0,13.91,247.14,0
5462,68,Female,44827.0,29363.0,60,car,650.0,10+,MORTGAGE,0,14.57,489.38,0
5463,67,Female,50517.0,13600.0,36,car,680.0,5-10,RENT,0,10.52,377.78,1
5464,33,Male,61257.0,11854.0,36,home_improvement,676.0,3-5,OTHER,0,25.42,329.28,0
5465,68,Male,39692.0,20561.0,60,other,811.0,10+,RENT,0,1.29,342.68,0
5466,69,Female,88737.0,12443.0,60,debt_consolidation,630.0,5-10,RENT,1,17.71,207.38,0
5467,73,Male,112542.0,18435.0,36,debt_consolidation,700.0,5-10,OWN,0,17.39,512.08,1
5468,49,Male,8000.0,14499.0,12,debt_consolidation,510.0,3-5,MORTGAGE,0,20.02,1208.25,1
5469,59,Female,101787.0,1000.0,24,debt_consolidation,700.0,5-10,OWN,0,20.09,41.67,0
5470,44,Male,135504.0,5394.0,36,debt_consolidation,648.0,10+,RENT,0,17.78,149.83,0
5471,46,Female,65692.0,17635.0,60,debt_consolidation,701.0,10+,OWN,0,15.64,293.92,0
5472,37,Female,41681.0,10941.0,36,car,692.0,1-3,RENT,0,13.37,303.92,0
5473,27,Female,42835.0,33529.0,36,debt_consolidation,677.0,1-3,MORTGAGE,0,10.43,931.36,0
5474,33,Male,50766.0,7919.0,12,debt_consolidation,691.0,<1,RENT,0,0.76,659.92,1
5475,25,Male,72912.0,3217.0,36,home_improvement,735.0,5-10,RENT,1,17.05,89.36,0
5476,46,Male,47177.0,15357.0,24,debt_consolidation,663.0,1-3,MORTGAGE,0,21.69,639.88,1
5477,69,Female,57604.0,17259.0,36,education,656.0,5-10,OWN,0,10.27,479.42,0
5478,23,Male,31323.0,22952.0,60,car,749.0,1-3,MORTGAGE,0,8.91,382.53,1
5479,27,Female,46296.0,1000.0,60,debt_consolidation,690.0,3-5,RENT,0,12.65,16.67,1
5480,69,Female,47634.0,28567.0,60,debt_consolidation,627.0,<1,RENT,0,13.79,476.12,1
5481,59,Female,58929.0,3221.0,36,car,711.0,1-3,RENT,0,10.91,89.47,1
5482,73,Male,16343.0,24803.0,60,debt_consolidation,663.0,1-3,OWN,1,14.8,413.38,1
5483,21,Male,50104.0,32618.0,36,debt_consolidation,585.0,5-10,RENT,0,22.84,906.06,1
5484,69,Female,53566.0,21720.0,60,debt_consolidation,711.0,10+,OWN,2,18.7,362.0,1
5485,37,Male,65543.0,4679.0,36,home_improvement,652.0,1-3,OWN,0,0.0,129.97,0
5486,63,Male,101956.0,13263.0,60,debt_consolidation,550.0,3-5,RENT,0,17.15,221.05,1
5487,45,Male,56960.0,21800.0,24,debt_consolidation,589.0,1-3,RENT,0,13.56,908.33,0
5488,23,Female,23482.0,15299.0,60,other,724.0,5-10,MORTGAGE,0,12.97,254.98,0
5489,35,Female,63962.0,5557.0,12,other,696.0,10+,MORTGAGE,0,10.85,463.08,0
5490,49,Female,38736.0,15899.0,12,home_improvement,668.0,5-10,RENT,0,20.28,1324.92,1
5491,73,Female,37960.0,10350.0,36,small_business,712.0,1-3,MORTGAGE,0,20.6,287.5,0
5492,63,Male,51122.0,20418.0,24,car,721.0,3-5,MORTGAGE,0,8.18,850.75,1
5493,52,Female,44416.0,5444.0,36,debt_consolidation,734.0,1-3,RENT,0,22.46,151.22,0
5494,46,Male,28049.0,1000.0,36,home_improvement,733.0,<1,RENT,0,11.37,27.78,0
5495,36,Female,45444.0,5851.0,24,debt_consolidation,638.0,1-3,OWN,0,12.89,243.79,1
5496,45,Male,73671.0,1000.0,36,car,516.0,10+,OWN,0,14.13,27.78,1
5497,74,Male,61216.0,9345.0,60,debt_consolidation,641.0,10+,MORTGAGE,0,13.52,155.75,1
5498,48,Male,30219.0,21040.0,60,debt_consolidation,849.0,1-3,MORTGAGE,0,25.12,350.67,0
5499,29,Male,34187.0,11455.0,24,education,733.0,3-5,OWN,0,9.89,477.29,0
5500,21,Female,63698.0,14781.0,36,education,650.0,10+,RENT,0,4.9,410.58,0
5501,49,Male,30385.0,5955.0,12,other,648.0,1-3,RENT,0,17.85,496.25,1
5502,42,Male,33096.0,15179.0,36,other,767.0,5-10,OWN,0,11.51,421.64,1
5503,36,Male,42869.0,6396.0,36,other,599.0,1-3,RENT,0,17.28,177.67,0
5504,61,Female,30844.0,4301.0,60,debt_consolidation,726.0,3-5,MORTGAGE,0,35.13,71.68,1
5505,71,Male,63022.0,12968.0,60,car,580.0,<1,MORTGAGE,0,21.34,216.13,0
5506,64,Female,50770.0,8912.0,60,small_business,759.0,5-10,RENT,0,19.13,148.53,0
5507,71,Male,102127.0,1000.0,36,debt_consolidation,675.0,5-10,RENT,0,23.99,27.78,0
5508,74,Male,25145.0,14286.0,36,other,747.0,<1,RENT,0,15.4,396.83,0
5509,61,Male,94523.0,6231.0,60,debt_consolidation,649.0,3-5,RENT,0,32.28,103.85,0
5510,27,Female,67120.0,5615.0,12,car,819.0,1-3,MORTGAGE,0,20.99,467.92,1
5511,34,Female,104732.0,27563.0,24,other,698.0,5-10,MORTGAGE,0,13.8,1148.46,1
5512,49,Male,100661.0,22684.0,12,debt_consolidation,720.0,3-5,RENT,0,23.97,1890.33,0
5513,39,Female,47188.0,18374.0,24,car,759.0,<1,RENT,0,15.09,765.58,0
5514,39,Female,17734.0,15542.0,36,small_business,802.0,1-3,RENT,0,17.09,431.72,0
5515,22,Male,55574.0,20453.0,24,car,663.0,3-5,MORTGAGE,2,28.06,852.21,0
5516,61,Female,8000.0,11468.0,60,home_improvement,691.0,1-3,OTHER,0,15.48,191.13,1
5517,65,Male,79790.0,15712.0,36,other,707.0,10+,MORTGAGE,2,9.76,436.44,1
5518,35,Female,64547.0,11367.0,60,car,767.0,10+,OWN,0,19.42,189.45,0
5519,23,Male,42032.0,16010.0,60,debt_consolidation,743.0,1-3,OTHER,0,16.43,266.83,0
5520,31,Male,46513.0,17569.0,60,education,554.0,10+,MORTGAGE,1,5.99,292.82,0
5521,73,Male,29336.0,17008.0,60,car,583.0,5-10,MORTGAGE,0,8.33,283.47,0
5522,66,Female,59040.0,11693.0,12,debt_consolidation,731.0,10+,RENT,1,17.05,974.42,0
5523,50,Female,30241.0,21217.0,24,debt_consolidation,799.0,5-10,RENT,0,10.23,884.04,1
5524,60,Female,58887.0,13178.0,60,debt_consolidation,646.0,10+,OTHER,0,32.11,219.63,1
5525,38,Male,70593.0,12947.0,36,debt_consolidation,721.0,3-5,MORTGAGE,0,25.6,359.64,0
5526,71,Male,79501.0,1000.0,12,debt_consolidation,647.0,10+,MORTGAGE,0,20.78,83.33,1
5527,68,Male,73364.0,7338.0,36,debt_consolidation,690.0,10+,MORTGAGE,0,16.01,203.83,0
5528,22,Male,51054.0,22793.0,60,home_improvement,627.0,5-10,MORTGAGE,0,8.16,379.88,0
5529,52,Male,73323.0,22053.0,60,other,642.0,3-5,MORTGAGE,0,21.95,367.55,0
5530,28,Female,64053.0,14802.0,36,other,670.0,5-10,RENT,0,24.07,411.17,1
5531,42,Female,63805.0,9976.0,60,small_business,698.0,5-10,MORTGAGE,0,26.46,166.27,0
5532,26,Male,29206.0,16363.0,36,car,786.0,3-5,MORTGAGE,0,11.58,454.53,0
5533,32,Female,22551.0,1000.0,36,other,623.0,3-5,MORTGAGE,0,20.62,27.78,0
5534,67,Female,67739.0,16257.0,36,debt_consolidation,783.0,10+,RENT,0,17.34,451.58,0
5535,60,Female,74590.0,3777.0,60,debt_consolidation,730.0,10+,MORTGAGE,0,12.14,62.95,0
5536,56,Female,41368.0,14182.0,36,car,635.0,5-10,MORTGAGE,1,13.54,393.94,0
5537,35,Female,95227.0,16912.0,24,education,632.0,1-3,MORTGAGE,0,17.93,704.67,0
5538,48,Female,126402.0,11853.0,36,car,595.0,5-10,MORTGAGE,0,26.44,329.25,0
5539,72,Male,112605.0,21719.0,36,education,623.0,1-3,RENT,0,15.29,603.31,1
5540,69,Male,52001.0,9312.0,36,debt_consolidation,574.0,1-3,MORTGAGE,0,16.0,258.67,1
5541,65,Female,47010.0,8443.0,24,debt_consolidation,680.0,3-5,RENT,1,21.23,351.79,0
5542,38,Male,83605.0,20619.0,36,small_business,650.0,1-3,RENT,0,19.11,572.75,1
5543,22,Male,80366.0,11759.0,12,debt_consolidation,629.0,3-5,OWN,1,17.65,979.92,1
5544,33,Male,26605.0,27121.0,60,home_improvement,765.0,<1,RENT,0,35.09,452.02,0
5545,65,Female,52734.0,15122.0,36,education,690.0,5-10,RENT,0,26.07,420.06,1
5546,74,Female,79847.0,19962.0,60,debt_consolidation,701.0,3-5,MORTGAGE,0,21.8,332.7,0
5547,35,Male,33112.0,23381.0,60,debt_consolidation,752.0,1-3,OWN,0,9.69,389.68,0
5548,40,Male,37661.0,14355.0,36,debt_consolidation,599.0,1-3,RENT,0,29.42,398.75,0
5549,49,Female,42189.0,1256.0,24,other,667.0,<1,RENT,0,18.03,52.33,1
5550,62,Male,48022.0,20647.0,36,home_improvement,755.0,1-3,MORTGAGE,0,7.89,573.53,1
5551,49,Male,12922.0,25735.0,60,debt_consolidation,579.0,1-3,MORTGAGE,0,6.35,428.92,0
5552,23,Female,80788.0,12610.0,24,car,702.0,3-5,MORTGAGE,1,18.09,525.42,0
5553,39,Male,37976.0,23934.0,24,debt_consolidation,783.0,3-5,MORTGAGE,0,22.23,997.25,0
5554,23,Male,66071.0,4488.0,60,small_business,552.0,10+,OWN,0,14.48,74.8,0
5555,74,Female,62853.0,16347.0,60,car,784.0,5-10,RENT,0,16.07,272.45,1
5556,34,Male,29648.0,12427.0,36,debt_consolidation,734.0,5-10,MORTGAGE,0,12.65,345.19,0
5557,60,Female,8000.0,1000.0,36,home_improvement,693.0,1-3,OWN,0,15.76,27.78,0
5558,24,Male,62674.0,18584.0,36,home_improvement,760.0,3-5,RENT,0,18.19,516.22,0
5559,72,Male,46928.0,7007.0,36,debt_consolidation,706.0,5-10,RENT,1,8.7,194.64,0
5560,31,Male,73665.0,18388.0,36,debt_consolidation,612.0,5-10,RENT,0,17.09,510.78,1
5561,51,Male,84367.0,6019.0,36,debt_consolidation,651.0,3-5,RENT,0,15.11,167.19,0
5562,63,Female,8000.0,1000.0,36,car,674.0,3-5,MORTGAGE,2,9.14,27.78,0
5563,52,Female,53068.0,8572.0,24,debt_consolidation,723.0,1-3,RENT,2,16.63,357.17,1
5564,47,Female,91253.0,24316.0,24,debt_consolidation,630.0,<1,MORTGAGE,0,24.46,1013.17,1
5565,50,Male,103118.0,13561.0,60,other,692.0,1-3,MORTGAGE,0,23.86,226.02,0
5566,63,Female,8000.0,15321.0,12,debt_consolidation,683.0,1-3,MORTGAGE,0,16.42,1276.75,0
5567,22,Male,94559.0,16257.0,60,car,691.0,1-3,OTHER,0,15.63,270.95,0
5568,69,Female,29715.0,15916.0,24,other,731.0,5-10,RENT,0,7.09,663.17,0
5569,29,Female,81178.0,31868.0,24,debt_consolidation,649.0,1-3,MORTGAGE,0,7.33,1327.83,0
5570,48,Male,43533.0,14626.0,24,other,614.0,5-10,MORTGAGE,0,13.36,609.42,0
5571,51,Male,82401.0,1000.0,12,home_improvement,668.0,5-10,MORTGAGE,0,31.82,83.33,0
5572,54,Male,49147.0,11653.0,24,education,570.0,1-3,MORTGAGE,0,16.57,485.54,0
5573,35,Female,16845.0,15615.0,12,car,716.0,5-10,MORTGAGE,0,14.75,1301.25,0
5574,68,Female,42557.0,3652.0,36,car,714.0,3-5,MORTGAGE,0,9.81,101.44,0
5575,45,Male,76206.0,12858.0,24,education,694.0,1-3,MORTGAGE,0,11.93,535.75,0
5576,56,Male,47328.0,12972.0,12,debt_consolidation,589.0,5-10,MORTGAGE,0,27.09,1081.0,0
5577,28,Male,27804.0,30983.0,36,debt_consolidation,613.0,5-10,RENT,0,18.97,860.64,0
5578,29,Female,21858.0,8901.0,36,other,794.0,10+,OWN,1,7.64,247.25,1
5579,57,Male,35719.0,23547.0,12,debt_consolidation,662.0,5-10,MORTGAGE,0,19.87,1962.25,1
5580,68,Male,35460.0,13686.0,24,debt_consolidation,732.0,5-10,RENT,0,5.92,570.25,0
5581,65,Male,77226.0,22741.0,12,car,850.0,3-5,OWN,0,28.14,1895.08,0
5582,59,Female,48141.0,27561.0,60,debt_consolidation,659.0,3-5,RENT,0,1.01,459.35,0
5583,52,Male,51039.0,18431.0,36,home_improvement,715.0,1-3,MORTGAGE,0,16.59,511.97,0
5584,72,Female,54605.0,14483.0,12,small_business,675.0,3-5,RENT,0,18.11,1206.92,1
5585,37,Male,76203.0,25337.0,60,small_business,726.0,3-5,MORTGAGE,0,23.81,422.28,0
5586,55,Male,79115.0,1831.0,60,car,716.0,5-10,OWN,1,31.33,30.52,0
5587,57,Male,44193.0,16559.0,24,home_improvement,716.0,1-3,OWN,0,5.92,689.96,0
5588,39,Male,52081.0,3782.0,12,small_business,785.0,1-3,MORTGAGE,0,23.58,315.17,0
5589,64,Male,79274.0,22199.0,12,debt_consolidation,629.0,10+,OWN,1,16.95,1849.92,1
5590,49,Male,39125.0,15885.0,60,car,694.0,1-3,MORTGAGE,0,21.77,264.75,1
5591,27,Female,43576.0,14349.0,36,other,676.0,10+,OWN,1,27.28,398.58,0
5592,48,Male,79212.0,11670.0,12,car,607.0,1-3,MORTGAGE,0,20.65,972.5,0
5593,29,Male,42781.0,21090.0,60,debt_consolidation,692.0,3-5,RENT,0,22.69,351.5,0
5594,48,Female,67427.0,1000.0,36,home_improvement,760.0,3-5,OWN,0,10.02,27.78,1
5595,26,Female,12611.0,32124.0,36,small_business,578.0,3-5,MORTGAGE,0,17.33,892.33,1
5596,49,Female,77513.0,13719.0,60,debt_consolidation,751.0,5-10,MORTGAGE,0,3.3,228.65,1
5597,37,Female,53974.0,3301.0,60,small_business,709.0,5-10,MORTGAGE,0,28.76,55.02,0
5598,36,Male,72205.0,1000.0,12,debt_consolidation,745.0,10+,RENT,0,3.13,83.33,0
5599,43,Female,93582.0,13486.0,36,car,682.0,5-10,RENT,0,21.99,374.61,1
5600,51,Male,49989.0,17072.0,36,other,850.0,5-10,RENT,0,16.25,474.22,0
5601,23,Male,13991.0,17748.0,12,other,710.0,1-3,MORTGAGE,0,20.17,1479.0,1
5602,41,Male,49144.0,1947.0,24,car,695.0,3-5,MORTGAGE,0,1.81,81.12,1
5603,46,Male,96437.0,3931.0,24,home_improvement,687.0,3-5,OTHER,0,6.8,163.79,0
5604,56,Male,65095.0,27205.0,60,debt_consolidation,627.0,5-10,MORTGAGE,0,13.89,453.42,0
5605,62,Male,28067.0,1027.0,60,debt_consolidation,661.0,3-5,RENT,1,35.56,17.12,0
5606,57,Male,54187.0,16002.0,60,home_improvement,650.0,1-3,RENT,0,19.44,266.7,1
5607,73,Male,74634.0,11533.0,60,small_business,722.0,10+,RENT,1,31.07,192.22,0
5608,42,Male,56235.0,10177.0,24,small_business,749.0,<1,OWN,1,18.49,424.04,0
5609,62,Male,55420.0,12534.0,36,debt_consolidation,758.0,1-3,OWN,0,11.75,348.17,1
5610,32,Male,38590.0,10144.0,36,home_improvement,654.0,3-5,OWN,0,5.26,281.78,0
5611,62,Male,40998.0,9844.0,36,car,586.0,10+,MORTGAGE,1,21.33,273.44,0
5612,33,Female,66674.0,23988.0,60,other,733.0,1-3,RENT,0,9.2,399.8,0
5613,31,Male,74774.0,11366.0,36,other,622.0,5-10,OWN,0,11.74,315.72,1
5614,74,Female,54801.0,4032.0,36,education,764.0,1-3,RENT,0,9.7,112.0,1
5615,36,Female,45181.0,14245.0,36,home_improvement,718.0,1-3,RENT,1,13.99,395.69,1
5616,28,Male,82691.0,5471.0,60,debt_consolidation,723.0,10+,RENT,0,21.34,91.18,0
5617,60,Female,47289.0,5215.0,24,debt_consolidation,635.0,10+,MORTGAGE,0,22.7,217.29,0
5618,60,Male,68679.0,28097.0,60,car,658.0,1-3,RENT,0,2.64,468.28,1
5619,65,Male,75991.0,13351.0,12,car,647.0,10+,MORTGAGE,0,21.82,1112.58,1
5620,22,Female,22077.0,3503.0,12,education,758.0,5-10,OTHER,1,17.88,291.92,0
5621,50,Male,64192.0,14074.0,24,debt_consolidation,614.0,1-3,RENT,0,27.25,586.42,0
5622,50,Female,8000.0,15574.0,60,other,746.0,5-10,RENT,0,14.5,259.57,0
5623,32,Female,56929.0,13136.0,60,debt_consolidation,743.0,10+,MORTGAGE,0,15.18,218.93,0
5624,30,Male,77385.0,10604.0,60,debt_consolidation,670.0,3-5,OTHER,0,17.09,176.73,0
5625,64,Male,70108.0,2515.0,36,debt_consolidation,805.0,10+,RENT,1,35.99,69.86,1
5626,31,Male,84000.0,11259.0,36,home_improvement,718.0,3-5,MORTGAGE,0,16.26,312.75,1
5627,35,Male,70514.0,7854.0,36,education,534.0,1-3,RENT,0,16.42,218.17,0
5628,36,Male,43730.0,13902.0,60,debt_consolidation,706.0,5-10,MORTGAGE,1,10.19,231.7,0
5629,37,Female,13824.0,18804.0,24,home_improvement,611.0,5-10,RENT,0,19.08,783.5,1
5630,46,Male,63395.0,30763.0,36,small_business,653.0,5-10,RENT,0,24.76,854.53,0
5631,22,Male,74364.0,21973.0,36,debt_consolidation,756.0,10+,RENT,0,35.82,610.36,0
5632,70,Male,8000.0,1000.0,12,debt_consolidation,625.0,3-5,OWN,0,17.39,83.33,0
5633,32,Female,72117.0,17001.0,24,home_improvement,750.0,5-10,MORTGAGE,2,19.25,708.38,0
5634,71,Male,62632.0,28642.0,36,debt_consolidation,680.0,10+,RENT,0,19.59,795.61,1
5635,46,Male,49059.0,13718.0,60,home_improvement,665.0,1-3,MORTGAGE,0,22.65,228.63,1
5636,43,Female,73193.0,29000.0,60,debt_consolidation,593.0,3-5,RENT,0,15.64,483.33,1
5637,38,Male,51739.0,5058.0,36,other,606.0,1-3,MORTGAGE,0,30.72,140.5,0
5638,52,Male,49816.0,7102.0,60,car,745.0,3-5,OWN,1,14.98,118.37,0
5639,69,Female,21861.0,13479.0,12,car,644.0,3-5,OWN,0,22.53,1123.25,0
5640,58,Female,72142.0,13684.0,60,home_improvement,659.0,10+,MORTGAGE,0,28.55,228.07,0
5641,67,Male,20818.0,22530.0,36,education,676.0,3-5,OWN,0,18.65,625.83,1
5642,23,Male,39477.0,15017.0,60,education,713.0,5-10,RENT,0,7.07,250.28,1
5643,58,Female,73674.0,14019.0,60,debt_consolidation,806.0,10+,OWN,0,35.56,233.65,0
5644,23,Male,54975.0,37287.0,12,small_business,724.0,10+,RENT,2,14.45,3107.25,0
5645,50,Female,111272.0,8002.0,60,car,850.0,3-5,MORTGAGE,0,27.23,133.37,0
5646,21,Male,77786.0,26598.0,12,small_business,724.0,1-3,OWN,0,11.63,2216.5,0
5647,50,Male,82540.0,18740.0,60,other,598.0,5-10,MORTGAGE,0,14.52,312.33,1
5648,65,Male,85618.0,11701.0,12,debt_consolidation,689.0,10+,RENT,0,21.52,975.08,0
5649,52,Female,52761.0,17329.0,60,car,847.0,1-3,MORTGAGE,1,18.09,288.82,0
5650,48,Female,44045.0,7642.0,24,education,808.0,3-5,RENT,0,0.19,318.42,0
5651,41,Female,23585.0,15776.0,36,other,764.0,3-5,RENT,0,3.42,438.22,0
5652,66,Female,16392.0,14964.0,60,car,566.0,10+,OWN,0,29.3,249.4,0
5653,33,Male,94421.0,19287.0,60,small_business,784.0,3-5,MORTGAGE,1,14.91,321.45,0
5654,47,Male,41334.0,13949.0,60,education,644.0,3-5,RENT,0,32.25,232.48,1
5655,56,Female,86817.0,29996.0,60,small_business,700.0,1-3,MORTGAGE,0,11.46,499.93,0
5656,27,Female,15844.0,7059.0,36,other,681.0,3-5,RENT,1,3.41,196.08,0
5657,42,Female,54520.0,8802.0,60,debt_consolidation,661.0,3-5,RENT,0,15.99,146.7,0
5658,30,Female,98031.0,17153.0,60,other,678.0,1-3,RENT,0,16.13,285.88,0
5659,59,Male,67982.0,7750.0,36,debt_consolidation,655.0,3-5,MORTGAGE,0,7.72,215.28,0
5660,73,Male,68775.0,21057.0,60,car,543.0,5-10,RENT,2,32.11,350.95,1
5661,35,Female,42411.0,26829.0,60,home_improvement,594.0,1-3,RENT,0,16.64,447.15,1
5662,35,Male,32919.0,10324.0,60,education,724.0,1-3,OTHER,1,21.73,172.07,1
5663,24,Male,58651.0,15793.0,12,debt_consolidation,773.0,1-3,MORTGAGE,0,28.98,1316.08,1
5664,52,Female,26230.0,20892.0,60,debt_consolidation,691.0,5-10,RENT,0,25.83,348.2,1
5665,43,Male,56776.0,22950.0,60,small_business,732.0,5-10,RENT,0,13.46,382.5,0
5666,26,Female,89437.0,46300.0,24,car,662.0,10+,RENT,0,27.75,1929.17,0
5667,44,Male,21988.0,2782.0,60,education,662.0,10+,MORTGAGE,0,30.06,46.37,0
5668,40,Female,79265.0,28448.0,36,small_business,641.0,3-5,OWN,0,17.37,790.22,0
5669,57,Female,89877.0,9218.0,36,other,578.0,3-5,OWN,0,14.8,256.06,1
5670,40,Female,52193.0,9599.0,24,education,715.0,10+,OWN,1,23.49,399.96,0
5671,32,Male,61001.0,16287.0,12,car,665.0,1-3,RENT,0,12.04,1357.25,0
5672,53,Male,45615.0,15559.0,36,home_improvement,757.0,<1,MORTGAGE,1,8.39,432.19,0
5673,48,Male,50699.0,26258.0,36,debt_consolidation,720.0,3-5,OWN,0,27.42,729.39,1
5674,28,Male,84544.0,1765.0,24,debt_consolidation,718.0,1-3,OWN,0,20.56,73.54,1
5675,21,Female,81750.0,1000.0,36,small_business,681.0,3-5,RENT,0,8.75,27.78,0
5676,57,Male,71803.0,32404.0,24,debt_consolidation,588.0,3-5,MORTGAGE,0,22.48,1350.17,0
5677,42,Male,78238.0,2040.0,60,small_business,605.0,5-10,RENT,0,18.63,34.0,1
